Id;Code;Name;Parallel;SubjectId
7652;5.1;Изображение чисел точками координатной прямой;5;48
7653;5.1;Среды жизни;6;9
7654;5.1;Особенности географического положения России;9;12
7655;5.1;Природные ресурсы. Основные виды природных ресурсов, их размещение;11;12
7656;5.1;Политика. Политическая власть;11;61
7657;5.1.09.;Связь событий российской  и всеобщей истории XIV – XIX вв.;11;31
7658;5.1.1.;Задания на хронологию;10;31
7659;5.1.1.;Природные ресурсы. Основные виды природных ресурсов, их размещение;10;75
7660;5.1.1-5.1.4, 5.5.1-5.5.5;"Треугольник. Параллелограмм, прямоугольник, ромб, квадрат. Трапеция. Окружность и круг. Окружность, вписанная в треугольник, и окружность, описанная около треугольника. Величина угла, градусная мера угла, соответствие между величиной угла и длиной дуги окружности. Угол между прямыми в пространстве, угол между прямой и плоскостью, угол между плоскостями. Длина отрезка, ломаной, окружности; периметр многоугольника. Расстояние от точки до прямой, от точки до плоскости; расстояние между параллельными и скрещивающимися прямыми; расстояние между параллельными плоскостями. Площадь треугольника, параллелограмма, трапеции, круга, сектора";11;48
7661;5.1.2;Физические понятия: тело, величина, вещество, явление, прибор, физический закон;8;77
7662;4.3.7;Нахождение молекулярной формулы вещества;10;86
7663;4.3.7.;Нахождение молекулярной формулы вещества;10;86
7664;4.4;Биосфера;7;12
7665;4.4;Н.М. Карамзин. Повесть «Бедная Лиза»;9;44
7666;4.4.1;"Различение в иероглифическом знаке базовых черт и графем, ключей (классификаторов) и фонетиков; применение правильного порядка черт и основных правил написания китайских иероглифов";4;37
7667;4.4.1.;Война за независимость и образование США;7;11
7668;4.4.1.;Война за независимость и образование США;7;31
7669;4.4.2;Положение страны на карте мира и региона. Столица. Отражение характерных черт региона и специфические особенности страны. Памятники культурного наследия;7;12
7670;4.4.3.;Великая французская революция;7;11
7671;4.4.4.;Революции 1830-1840-х гг. в Европе. Формирование идеологии либерализма, социализма, консерватизма;8;11
7672;4.4.9;Закон электромагнитной индукции;11;77
7673;4.5.1;Формы социальной мобильности в современном обществе;11;61
7674;4.5.3;Вычисление количества вещества, массы или объема вещества по количеству вещества, массе или объему одного из реагентов или продуктов реакции;8;86
7675;4.5.4.5;Приставка;5;75
7676;4.5.6;Основные способы образования слов;7;75
7677;4.6.1;Этапы жизни и творчества М.Ю. Лермонтова;6;44
7678;4.6.1;Описание событий / фактов / явлений, в том числе с выражением собственного мнения / суждения. Содержание;10;4
7679;4.6.1;Интерфейс среды. Назначение и основные функции. Основные приемы работы в программе;10;27
7680;4.6.17;Синонимы;5;75
7681;4.6.18;Антонимы;5;75
7682;4.6.2;Архаизмы, историзмы, неологизмы;6;75
7683;4.6.2.1;Мотив одиночества в лирике М.Ю. Лермонтова;6;44
7684;4.6.3;Отражение света;8;77
7685;4.6.4;Изображение в зеркале;8;77
7686;4.6.4.;Классификация и систематизация исторических событий. Составление плана сообщения по заданной теме;9;32
7687;4.6.6;Фразеологизмы;5;75
7688;4.6.6;Фразеологизмы;8;75
7689;4.6.7;Построение изображений в линзах;8;77
7690;4.7;Основные темы детского чтения;2;53
7691;4.7;Социальные нормы, виды социальных норм;10;61
7692;4.7;Информационные системы управления. Базы данных. Система управления базами данных;11;27
7693;4.7.14.1;Предлоги;9;75
7694;4.7.14.12;Частицы;7;75
7695;4.7.17;Морфологический анализ слова;5;75
7696;4.7.3;Произведения о природе;2;45
7697;4.7.4.1;Род имен существительных;6;75
7698;4.7.5;Имя прилагательное;5;75
7699;4.7.7;Таблица данных. Запись. Поле. Ключевое поле;10;27
7700;4.7.8.1;Спряжение глагола;6;75
7701;4.7.8.2;Разноспрягаемые глаголы;6;75
7702;4.7–4.9;"Обмен веществ и превращение энергии в организме человека. Витамины; Выделение продуктов жизнедеятельности. Система выделения; Покровы тела и их функции";9;9
7703;4.8.2.3.2;Определение;8;75
7704;4.8.2.4.3.4;Смысловые отношения между частями сложного бессоюзного предложения;9;75
7705;4.8.2.6;Обособленные члены предложения;9;75
7706;4.8.4;Понятие текста, основные признаки текста;5;75
7707;4.9;Расширение территории Российского государства в XIV – XVI вв.;9;32
7708;4.9.2.10;Знаки препинания при обособленных членах предложения;8;75
7709;4.9.2.11;Знаки препинания в предложениях со словами и конструкциями, грамматически не связанными с членами предложения;9;75
7710;4.3.1;Восстановление хронологической последовательности событий;8;31
7711;4.3.1;Электрический ток;11;77
7712;4.3.1, 4.3.5, 4.3.6, 4.3.8, 4.3.9;Расчёты с использованием понятий «растворимость», «массовая доля вещества в растворе». Расчёты массы (объёма, количества вещества) продуктов реакции, если одно из веществ дано в избытке (имеет примеси). Расчеты массы (объема, количества вещества) продукта реакции, если одно из веществ дано в виде раствора с определенной массовой долей растворенного вещества. Расчёты массовой или объёмной доли выхода продукта реакции от теоретически возможного. Расчёты массовой доли (массы) химического соединения в смеси;11;86
7713;4.3.2.;Английская буржуазная революция;8;31
7714;4.3.2.;Установление соответствия исторических событий датам (персоналиям);10;32
7715;4.3.2.;Расчеты объемных отношений газов при химических реакциях;10;86
7716;4.3.3;Температура воздуха;7;12
7717;4.3.3;Расчеты массы вещества или объёма газов по известному количеству вещества, массе или объёму одного из участвующих в реакции веществ;10;86
7718;4.3.3.3.1;Сложение и вычитание алгебраических дробей;8;3
7719;4.3.5;Драматургия А.С. Пушкина;8;44
7720;4.3.5;Расчеты массы (объема, количества вещества) продуктов реакции, если одно из веществ дано в избытке (имеет примеси);11;86
7721;4.3.6;Расчеты массы (объема, количества вещества) продукта реакции, если одно из веществ дано в виде раствора с определенной массовой долей растворенного вещества;11;86
7722;4.4;Система образования в России. Самообразование;7;61
7723;4.4;Требования к условиям реализации образовательной программы подготовки квалифицированных рабочих и служащих;11;70
7724;4.4.0.;Системный кризис индустриального общества на рубеже 1960-х – 1970-х гг.;11;11
7725;4.4.1;Файл, операции с файлами, файловая система современных операционных систем. Сжатие и архивирование файлов;10;27
7726;4.4.1.;Восстановление хронологической последовательности событий;9;32
7727;4.4.1.;Основные международные магистрали и транспортные узлы;10;12
7728;4.4.2;Преобразование выражений, содержащих квадратные корни;8;48
7729;4.4.4;Самоиндукция;11;77
7730;4.4.4.;Имена прилагательные в положительной, сравнительной и превосходной степенях, образованные по правилу, а также исключения.;8;82
7731;4.5;Отклоняющееся поведение. Опасность наркомании и алкоголизма для человека и общества. Социальная значимость здорового образа жизни;9;61
7732;4.5;Россия в современном мире;10;12
7733;4.5;Демократия, её основные ценности и признаки;11;61
7734;4.5.1;Вычисление массовой доли химического элемента в веществе;8;86
7735;4.5.5;Чередование звуков в морфемах;5;75
7736;4.5.7.4;Словообразовательная цепочка;6;75
7737;4.6;Описание событий/фактов/явлений, в том числе с выражением собственного мнения /суждения;11;30
7738;4.6;Описание событий/фактов/явлений, в том числе с выражением собственного мнения /суждения;11;82
7739;4.6.11;Лексическое значение слова;2;75
7740;4.6.11;Лексическое значение слова;8;75
7741;4.6.3;Поэмы М.Ю. Лермонтова;7;44
7742;4.6.4;Стилистические пласты лексики;9;75
7743;4.6.4.;Классификация и систематизация исторических событий. Составление плана сообщения по заданной теме;9;31
7744;4.6.5;Функции. Вложенные функции;10;27
7745;4.6.7;Сопоставление событий российской и всеобщей истории XVI-XVIII вв.;7;11
7746;4.6.7.;Сопоставление событий российской и всеобщей истории XVI-XVIII вв.;8;32
7747;5.3.2;Лексическая сочетаемость;11;30
7748;5.3.2;Лексическая сочетаемость;11;82
7749;5.3.2.;Приборы для измерения физических величин;7;77
7750;5.3.3;Аффиксы как элементы словообразования. Суффиксы существительных: -tion/-sion, -ment, -eur/-euse, -ette, -ique, -iste, -isme, -er/ère, -ien/ienne, -erie, -ence/-ance, -aire, -oir/-oire, -age, -té, -ude, -aison, -esse, -ure, -ise. Суффиксы прилагательных: -eur/-euse, -ien/-ienne, -ant, -ique, -ois/-oise, -ain/-aine, -el/-elle, -al/-ale, -ile, -il/-ille, -able, -ible, -eau/-elle, -aire, -atif/-ative.    Суффикс наречий -ment.  Отрицательные префиксы: in-/im-. Префиксы существительных, прилагательных и глаголов: dé-, re-/ré-, -pré, mé-, a-, extra-, anti-;11;82
7751;5.3.4.;Направления и типы миграции ;8;12
7752;5.3.6;"Аффиксы глаголов: re-, dis-, mis-; -ize/ise. Аффиксы существительных: -er/-or, -ness, -ist, -ship, -ing, -sion/tion, -ance/ence, -ment, -ity. Аффиксы прилагательных: -y, -ic, -ful, -al, -ly, -ian / an, -ing, -ous, -ible/ able, -less, -ive, inter-, un-, in-/im-. Cуффикс наречий –ly. Суффиксы числительных: -teen, -ty, -th";9;4
7753;5.4;Периодический закон Д.И. Менделеева. Периодическая система химических элементов Д.И. Менделеева. Значение периодического закона Д.И. Менделеева;8;86
7754;5.4;Двусоставные и односоставные предложения;11;75
7755;5.4.1.;Нахождение главных членов предложения: подлежащего и сказуемого;-1;75
7756;5.4.1.;Нахождение главных членов предложения: подлежащего и сказуемого;1;75
7757;5.4.1.;Элементы астрофизики: Солнечная система, звезды, галактики;11;77
7758;5.4.2;Природно-ресурсный потенциал и важнейшие территориальные сочетания природных ресурсов;9;12
7759;5.4.2;История развития США в первой половине XIX века. Гражданская война в США. А. Линкольн;9;31
7760;5.4.3;Площадь и её свойства. Площадь прямоугольника;6;48
7761;5.4.3;Конституционные права и обязанности гражданина;11;61
7762;5.4.3.;"Аффиксы прилагательных: -ful, -ian/-an; -y, -ly, -ous; un- (unhappy); -al (traditional),-ic (fantastic), -ing (boring); -able/-ible (hospitable/possible); inter- (international), im-/in-*(impossible/inexpensive), -ive*(active), -less*(hоmеless)";7;4
7763;5.5.1;Различение главных и второстепенных членов предложения;4;75
7764;5.5.5.;Образование варварских королевств;6;11
7765;5.5.7;"Объём куба, прямоугольного параллелепипеда, пирамиды, 
призмы, цилиндра, конуса, шара";11;48
7766;5.6;Этнос и нация. Формы межнациональных отношений;7;61
7767;5.6;Требования к рабочим программам учебных предметов;11;70
7768;5.6.2;Духовная культура Нового времени. Возникновение научной картины мира в Новое время;9;11
7769;5.7;Осложненное простое предложение;11;75
7770;5.7.1;Осложнённое простое предложение;10;75
7771;5.7.2;Общество как форма жизнедеятельности людей;7;61
7772;5.9;Транспортировка пострадавших;11;39
7773;6;Таблица сложения. Таблица умножения.;3;48
7774;6;Выборочное понимание нужной/интересующей информации из текста (просмотровое/поисковое чтение);5;82
7775;6;"Понимать художественный текст и
давать его смысловой анализ, анализ
эпизода; интерпретировать текст,
опираясь на авт. позицию, отвечать
на вопросы, используя неявно
заданную информацию";7;44
7776;6;Правописание приставок ;10;75
7777;6;Земля как планета. Форма, размеры, движение Земли.;11;12
7778;6;VIII – 1914 г.;11;32
7779;6;Возрастная психология;11;47
7780;6;"Характерные химические свойства простых веществ-металлов: щелочных, щелочноземельных, алюминия; переходных металлов: меди, цинка, хрома, железа. Характерные химические свойства простых веществ-неметаллов: водорода, галогенов, кислорода, серы, азота, фосфора, углерода, кремния. Характерные химические свойства оксидов: основных, амфотерных, кислотных.";11;86
7781;5;Классификация органических веществ. Номенклатура органических веществ (тривиальная и международная);100;86
7782;5.1;Фигуры в окружающем мире;8;48
7783;5.1;Влияние экологических факторов на организмы. Приспособления организмов к различным экологическим факторам. Популяция. Взаимодействия разных видов (конкуренция, хищничество, симбиоз, паразитизм). Сезонные изменения в живой природе;9;9
7784;5.1;Проза второй половины 20 века (Ф.А. Абрамов, Ч.т. Айтматов, В.П. Астафьев, В.И. Белов, А.Г. Битов, В.В. Быков, В.С. Гроссман, С.Д. Довлатов, В.Л. Кондратьев, В.П. Некрасов, Е.И. Носов, В.Г. Распутин, В.Ф. Тендряков, Ю.В. Трифонов, В.М. Шукшин);11;44
7785;5.1.061.;Термины, использовавшиеся в российской истории с IX по XV вв.;11;31
7786;5.1.07.;Строение и функции кровеносной и лимфатической систем.;11;9
7787;5.1.1;Создавать модель задачной ситуации, отделяя главные элементы условия от второстепенных;4;46
7788;5.1.1;Создавать модель задачной ситуации, отделяя главные элементы условия от второстепенных;4;54
7789;5.1.1;Наглядные представления о фигурах на плоскости: прямая, отрезок, луч, угол, ломаная, многоугольник, окружность, круг;5;48
7790;5.1.1.;Различение предложения, словосочетания, слова (осознание их сходства и различий);1;75
7791;5.1.1.;Различение предложения, словосочетания, слова (осознание их сходства и различий);4;75
7792;5.1.1-5.1.5, 5.5.1, 5.5.3, 5.5.5;"Треугольник. Параллелограмм, прямоугольник, ромб, квадрат. Трапеция. Окружность и круг. Окружность, вписанная в треугольник, и окружность, описанная около треугольника. Величина угла, градусная мера угла, соответствие между величиной угла и длиной дуги окружности. Длина отрезка, ломаной, окружности; периметр многоугольника. Площадь треугольника, параллелограмма, трапеции, круга, сектора";11;48
7793;5.1.2;Наглядное представление о пространственных фигурах: куб, параллелепипед, призма, пирамида, шар, сфера, конус, цилиндр;5;48
7794;5.1.2.;Физические понятия: тело, величина, вещество, явление, прибор, физический закон;8;77
7795;5.1.2.5.6.1;"Рок-опера - музыкально-сценический жанр ХХ века
Всемирные центры музыкальной культуры и образования";7;43
7796;5.1.24.;Местоимения: личные (в именительном и объектном падежах, а также в абсолютной форме), притяжательные, указательные, неопределенные, относительные, вопросительные;8;4
7797;5.1.27.;Числительные количественные, порядковые;8;6
7798;5.1.4;Сравнения;4;45
7799;5.1.4;Функция, описывающая прямую пропорциональную зависимость, её график;8;48
7800;5.1.5;Линейная функция, ее график, геометрический смысл коэффициентов;8;3
7801;5.1.5;"Сложносочиненные предложения с союзами und, aber, denn, deshhalb, darum, nicht nur, sondern auch. Сложноподчиненные предложения: с придаточными дополнительными с союзами dass, ob и др.; вопросительными словами wer, was, wann и др.; причины; …>";11;58
7802;5.1.7;Олицетворение;4;45
7803;5.11;Культура Западной Европы в IX-XI вв.;7;11
7804;5.12;Политическая элита и политическое лидерство;11;61
7805;5.13;Типология политического лидерства;11;61
7806;5.17;Анализ учебного плана;11;70
7807;5.2;Периметр геометрической фигуры;3;48
7808;5.2;Программное обеспечение;8;27
7809;5.2;Экосистема;9;9
7810;5.2;Пенсионное накопление и сбережение;9;79
7811;5.2.1;Имена существительные во множественном числе, образованные по правилу, и исключения. Определенный/ неопределенный/ нулевой артикль;11;4
7812;5.2.1.;Планетарная модель атома. Нуклонная модель ядра. Ядерные реакции.;11;77
7813;7;Пунктуация в простом и сложном предложении;6;75
7814;7;Почвы;7;20
7815;7;"Использование возможностей программы для создания презентаций, работа с готовыми шаблонами, добавление и удаление слайдов, задание структуры слайда, использование разных режимов презентаций; включение в слайд различных графических объектов (готовых рисунков, таблиц, диаграмм и т. п.";7;27
7816;7;Особенности геологического строения и распространения крупных форм рельефа;8;12
7817;7;Параллелограмм и его свойства и признаки;8;13
7818;7;А.С. Пушкин. «Капитанская дочка». Тематика и проблематика. Система образов. Композиция;8;44
7819;7;Элементарное исследование функций;10;3
7820;7;Правовое регулирование трудовых отношений;10;61
7821;7;Безопасность пешехода;11;60
7822;7;Приказ Министерства образования и науки РФ от 19 декабря 2014 г. № 1599 «Об утверждении федерального государственного образовательного стандарта начального общего образования обучающихся с умственной отсталостью и интеллектуальными нарушениями »;11;97
7823;7;Скорость передачи информации. Оценивать скорость передачи и обработки информации;100;27
7824;7.01.1;Анализ результатов социологических исследований;10;61
7825;7.1;И.А. Бунин. Рассказы: «Господин из Сан-Франциско», «Чистый понедельник»;11;44
7826;7.1;Художественная литература как искусство слова;11;87
7827;7.1.01;Грамотное использование специальных терминов в письменной речи (в контексте);7;9
7828;7.1.01.;Среды обитания организмов. Экологические факторы: абиотические, биотические, их значение;11;9
7829;7.1.2;Имя существительное;4;75
7830;7.1.5.9;I и II спряжения глаголов;4;75
7831;7.13.1;Знаки препинания в сложном предложении с разными видами связи;10;75
7832;7.18;Современная зарубежная проза (А. Тор, Д. Пеннак, У. Старк, К. ДиКамилло, М. Парр, Г. Шмидт, Д. Гроссман, С. Каста, Э. Файн, Е. Ельчин);5;44
7833;7.2;Знаки препинания в простом осложнённом предложении;11;75
7834;7.2.1;"Высота, медиана, биссектриса, средняя линия треугольника; точки пересечения серединных перпендикуляров, биссектрис, медиан, высот или их продолжений";8;48
7835;7.2.1.1;Физико-географическое положение и размеры Африки;7;12
7836;7.21;А.И. Солженицын. Рассказ «Матренин двор»;11;44
7837;7.3;Русское государство при Василии II. Междоусобная война в Московском княжестве второй четверти XV в.;7;11
7838;7.3;Органы государственной власти и управления в РФ;9;61
7839;7.3.05.;Передача сообщений с использованием ИКТ. Работа с электронной почтой. Участие в форумах, социальных сетях;6;27
7840;7.3.1.8;Население Северной Америки;7;12
7841;7.3.2;Прямоугольник, квадрат, ромб, их свойства и признаки;8;13
7842;7.3.6;"Основные понятия сети Интернет; назначение основных ресурсов сети Интернет.";8;27
7843;7.5;Основные   литературные направления;11;44
7844;7.5.1;Написание диктанта;4;75
7845;7.6;Северо-Восточная Русь при Иване III и Василии III;7;11
7846;7.6.1.;Россия в современном мире;10;75
7847;7.7;Окислительно-восстановительные реакции;9;86
7848;7.7.2;Знаки препинания при обособленных членах предложения (обобщение);10;75
7849;7.8.1;Знаки препинания в предложениях со словами и конструкциями, грамматически не связанными с членами предложения;10;75
7850;7_08;Грамматическая основа предложения. Подлежащее и сказуемое как главные члены предложения. Понятие сложного предложения;7;75
7851;4.6.8;Достижения отечественной и мировой культуры с древнейших времён до конца XVII века;7;11
7852;4.6.9;Понятие об этимологии;4;75
7853;4.7.0.;Мировые войны в Новейшей истории человечества: экономические и политические причины и последствия;11;11
7854;4.7.0.;Мировые войны в Новейшей истории человечества: экономические и политические причины и последствия;11;31
7855;4.7.10.3;Деепричастный оборот;7;75
7856;4.7.14.2;Производные предлоги;7;75
7857;4.7.2;Повести Н.В. Гоголя;8;44
7858;4.7.4;Имя существительное;8;75
7859;4.7.6.5;Порядковые числительные;6;75
7860;4.8;Политические партии и движения;11;61
7861;4.8.1;Словосочетание;5;75
7862;4.8.2.2.4;Типы сказуемого;8;75
7863;4.8.2.2.4.1;Простое глагольное сказуемое;8;75
7864;4.8.2.3.1;Дополнение;9;75
7865;4.9.1.2.11;Правописание словарных слов;8;75
7866;4.9.1.2.3;Правописание корней;6;52
7867;4.9.1.2.9;Правописание суффиксов причастий;7;75
7868;4.9.2.20;Тире в простом и сложном предложениях;7;75
7869;4.9.2.21;Двоеточие в простом и сложном предложениях;9;75
7870;4.9.2.22;Знаки препинания в простом и сложном предложениях;8;75
7871;42.11.01.;Теорема Пифагора;8;13
7872;43.01.01.;Параллелограмм и его элементы;8;13
7873;5;Явления природы;2;63
7874;5;Развитие географических знаний о Земле;6;12
7875;5;Раннее Средневековье (конец V - середина XI вв.);6;32
7876;5;Геометрия;6;48
7877;5;Олимпийские игры;6;78
7878;5;Удельная Русь;7;11
7879;5;Материки и страны;7;12
7880;5;Квадратное уравнение;8;48
7881;5;Закономерности изменения свойств элементов и их соединений в связи с положением в Периодической системе химических элементов Д.И. Менделеева;8;86
7882;5;Решение текстовых задач;9;50
7883;5;Электромагнитная индукция;9;77
7884;5;"Задания обобщающего характера (хронология; установление соответствия)";10;31
7885;5;Разбор слова по составу (морфемный анализ);10;75
7886;5;Систематизация исторической информации (восстановление хронологической последовательности событий);100;11
7887;5;ГОСТ 2.745−68;100;92
7888;5.1;"Понятие ""Средние века"". Образование германских варварских королевств: остготы, франки";6;11
7889;5.1;Словосочетание;9;75
7890;5.1;Компьютерные сети;10;27
7891;5.1;Задачи на все арифметические действия;11;48
7892;5.1.02.;Строение и функции пищеварительной системы;8;9
7893;5.1.02.;Строение и функции пищеварительной системы;11;9
7894;5.1.062.;Термины, использовавшиеся в российской истории с XVI по XIX вв.;11;31
7895;5.1.10.;Деятельность представителей отечественной культуры XIV – XIX вв.;11;11
7896;5.1.2;Джаз и рок - основные направление музыки ХХ века;6;57
7897;5.1.2;Часовые пояса России;9;12
7898;5.1.2.;Задание на установление соответствия;11;32
7899;5.1.3;Объём пирамиды;11;13
7900;5.1.3.;Задания на выбор нескольких позиций из списка;11;32
7901;5.1.36;"Результативные глаголы. Результативные морфемы / (полу-)суффиксы 好hǎo, 完wán, 到 dào, 住zhù, 下xià, 上shàng，懂dǒng и
др.";11;37
7902;5.1.6;Синонимы и антонимы в речи;2;75
7903;5.10;Л.Н. Толстой. Роман «Война и мир»;11;44
7904;5.10.1;Уравнение  прямой;8;13
7905;5.10.2;Рассказы А.П. Чехова;6;44
7906;5;Знание необходимых навыков по оказанию первой помощи;8;8
7907;5;Промышленный переворот и его социальные последствия;8;11
7908;5;Передача информации;8;27
7909;5;Функции;9;48
7910;5;Географические особенности воспроизводства населения;10;12
7911;5;Дискретное (цифровое) представление текстовой, графической, звуковой информации и видеоинформации. Единицы измерения количества информации;10;27
7912;5;Особенности природы материков и океанов. Особенности распространения крупных форм рельефа материков и России. Типы климата, факторы их формирования, климатические пояса России.;11;12
7913;5;"Нормативно-правовые основы образования лиц с ограниченными возможностями здоровья: Письмо Министерства образования и науки РФ от 11 марта 2016 года № ВК-452/07 «О введении ФГОС ОВЗ»; Методические рекомендации по вопросам внедрения ФГОС НОО обучю-щихся с ОВЗ и ФГОС обучающихся с умственной отсталостью (интеллектуальной недостаточностьтю)";11;18
7914;5;Умение кодировать и декодировать информацию;11;27
7915;5;"Приказ Министерства образования и науки РФ от 17 октября 2013 г. № 1155 г. Москва «Об утверждении федерального государственного образовательного стандарта дошкольного образования»
Приказ Министерства образования и науки РФ от 6 октября 2009 г. № 373 «Об утверждении и введении в действие федерального государственного образовательного стандарта начального общего образования» (с изменениями и дополнениями)
Приказ Министерства образования и науки РФ от 17 декабря 2010 г. № 1897 «Об утверждении федерального государственного образовательного стандарта основного общего образования» (с изменениями и дополнениями)
Приказ Министерства образования и науки РФ от 17 мая 2012 г. № 413 «Об утверждении федерального государственного образовательного стандарта среднего общего образования» (с изменениями и дополнениями)";11;97
7916;5.04.1.;Формы государства (форма правления, форма государственного устройства);9;61
7917;5.1;Среды жизни;5;9
7918;5.1;Среды жизни;7;9
7919;5.1;Задачи на все арифметические действия;7;48
7920;5.1;Социальная структура общества;7;61
7921;5.1.062.;Термины, использовавшиеся в российской истории с XVI по XIX вв.;11;11
7922;5.1.1;Создавать модель задачной ситуации, отделяя главные элементы условия от второстепенных;5;52
7923;5.1.1;Создавать модель задачной ситуации, отделяя главные элементы условия от второстепенных;9;52
7924;5.1.1;Основные периоды жизни и творчества А.С. Пушкина, М.Ю. Лермонтова, Н.В. Гоголя;10;44
7925;5.1.1;Право в системе социальных норм;10;61
7926;5.1.1.;Задания на хронологию;10;32
7927;5.1.15.;Наиболее употребительные личные формы глаголов действительного залога: Present Simple, Future Simple и Past Simple, Present и Past Continuous, Present и Past Perfect;8;4
7928;5.1.2;Джаз и рок – основные направления музыки ХХ века;7;43
7929;5.1.24;Правила употребления наречий: 还hái，再zài, 又yòu, 就jiù, 才 cái и др.;11;37
7930;5.1.3;Административно-территориальное устройство России;9;12
7931;5.1.4;Функция, описывающая прямую пропорциональную зависимость, её график;9;48
7932;5.1.4;Первая помощь при травмах, способы иммобилизации и переноски пострадавшего;10;60
7933;5.1.6, 5.1.22, 5.1.33, 5.1.39;"Определение со значением притяжательности. Частица 的 de. Порядок следования определений в китайском
предложении. Дополнительный элемент оценки (обстоятельство результата). Частица 得 de (-de постпозитивное). Обстоятельство образа действия и частица 地 de - (de - препозитивное). Дополнительный элемент возможности (инфиксы 得-de- и 不 -bu-). Различие между дополнительным элементом возможности с инфиксом 得-de- и дополнительным
элементом оценки (обстоятельством результата), следующего за глаголом со частицей 得 –de-.";11;37
7934;5.1.2.5;Рок-опера - музыкально-сценический жанр ХХ века;7;57
7935;5.1.24;Местоимения: личные (в именительном и объектном падежах, а также в абсолютной форме), притяжательные, указательные, неопределенные, относительные, вопросительные;8;4
7936;5.1.27.;Числительные количественные, порядковые;8;4
7937;5.1.3;Уточнение значения слова по толковому словарю;2;53
7938;5.14;Непроизносимые согласные в корне слова.;5;75
7939;5.19;Антонимы. Словари антонимов русского языка.;5;75
7940;5.2;Литературные понятия;4;45
7941;5.2;Электромагнитные волны;8;77
7942;5.2;Русские земли в XII - начале XIII вв.;9;11
7943;5.2;Природа России;9;12
7944;5.2;Химическое загрязнение окружающей среды и его последствия;9;86
7945;5.2;Деятельность в сети Интернет;10;27
7946;5.2;Задачи на движение, работу и покупки;11;48
7947;5.2.03.;Особенности агроэкосистем;9;9
7948;5.2.1;Вычисление периметра треугольника, прямоугольника, квадрата, многоугольника;4;48
7949;5.2.1.;Лексические единицы, обслуживающие ситуации в рамках тематики начальной и основной школы;8;6
7950;5.2.17;Имена существительные во множественном числе, образованные по правилу, и исключения;6;82
7951;5.2.17;Формы правильных и неправильных глаголов в сослагательном наклонении Presente и Imperfecto de Subjuntivo;9;30
7952;5.2.18;Исчисляемые и неисчисляемые существительные;9;82
7953;5.2.2;Типы климатов, факторы их формирования, климатические пояса. Климат и хозяйственная деятельность людей. Многолетняя мерзлота;8;12
7954;5.2.2;Постулаты Бора. Излучение и поглощение фотонов при переходе атома с одного уровня энергии на другой;11;77
7955;5.2.2.2;Пейзажная лирика Ф.И. Тютчева;6;44
7956;5.2.20;Местоимения: личные, притяжательные, вопросительные, указательные, неопределенные, возвратные местоимения (sich);9;58
7957;5.2.23;Числительные количественные, порядковые;9;82
7958;5.2.3.;Основные этапы военных действий;9;11
7959;5.2.5;Физические процессы (изменение физических величин) в МКТ и термодинамике;9;77
7960;5.2.6;"Сложноподчиненные предложения с придаточными: дополнительными – с союзами dass, оb и др.; причины – с союзами weil, da; условными – с союзом wenn; времени – с союзами wenn, als, nachdem; цели – с союзом damit";9;58
7961;5.3;Решение практических задач с применением простейших свойств фигур;6;48
